LOAN_ID,snapshot_date,nps_score,nps_category,BALANCE,TOTAL_PAID,ARREARS,DAYS_PAST_DUE,BALANCE_DUE_STATUS,ACCOUNT_STATUS_L2,happy_with_device_quality,happy_with_service,experienced_payment_delay,difficulty_getting_support,phone_locked_despite_payment,PRODUCT_NAME,LOAN_TERM,dpd_bucket,payment_performance
rec7HO5EdisKZc8Nv,2025-12-30,5.0,Detractor,0.0,30649,7600.0,0,Arrears,Paid Off,No,Yes,Yes,Yes,Yes,Samsung-Note-20-128GB,12M,Current,Fair
rec7IH4DXzcXqOSrp,2025-12-30,4.0,Detractor,43660.0,24919,11800.0,64,Arrears,PAR 30,No,No,No,No,No,Samsung-Galaxy-S20-Ultra-128GB,12M,61-90 DPD,Poor
rec7JiXTzB50HEelz,2025-12-30,10.0,Promoter,0.0,33499,0.0,0,up to date,Paid Off,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Good
rec7L8slnA4S5tumz,2025-12-30,8.0,Passive,44100.0,41269,8820.0,41,Arrears,PAR 30,Yes,Yes,No,,,Samsung-Note-20-Ultra-128GB,12M,31-60 DPD,Poor
rec7LQUYGR3mNH8Ip,2025-12-30,6.0,Detractor,27280.0,35099,3520.0,22,Arrears,PAR 7,Yes,Yes,No,Yes,No,Samsung-Galaxy-S22-5G-128GB,3M,1-30 DPD,Fair
rec7LnU3e7nPbm1Bk,2025-12-30,5.0,Detractor,25000.0,32489,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Note-10-256GB,12M,Current,Unknown
rec7M05VNQraBOMZQ,2025-12-30,5.0,Detractor,89250.0,21949,111199.0,427,Arrears,Return,,,,,,Samsung-Note-20-Ultra-256GB,12M,90+ DPD,Poor
rec7MF365rfb6d0HQ,2025-12-30,9.0,Promoter,36190.0,9349,36190.0,642,Arrears,Return,,,,,,Samsung-Galaxy-A42-5G-128GB,12M,90+ DPD,Poor
rec7MF6bR6lSJoLxY,2025-12-30,5.0,Detractor,46100.0,15499,0.0,0,advance,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Unknown
rec7MJbEJm8x7d1T0,2025-12-30,9.0,Promoter,29180.0,14499,0.0,0,advance,Active,,,,,,Samsung-Galaxy-A53-5G-128GB,STDHIGH,Current,Unknown
rec7P0L9YIuKQ2Kkc,2025-12-30,9.0,Promoter,84400.0,43399,19600.0,71,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Galaxy-S23-Ultra-256GB,3M,61-90 DPD,Poor
rec7PmSRPrzUgrUyF,2025-12-30,8.0,Passive,0.0,55799,0.0,0,advance,Paid Off,Yes,Yes,No,No,No,Apple-iPhone-12-Pro-256GB,3M,Current,Unknown
rec7RQ1KyV5QxJjBh,2025-12-30,10.0,Promoter,17930.0,8319,380.0,0,Arrears,Active,,,,,,Samsung-Galaxy-A06-128GB,12M,Current,Fair
rec7SgyiD5n315BLt,2025-12-30,2.0,Detractor,10500.0,53249,2100.0,7,Arrears,Inactive,Yes,Yes,Yes,No,No,Samsung-Galaxy-S20-Ultra-128GB,12M,1-30 DPD,Fair
rec7Sp2KouK8QEK7O,2025-12-30,10.0,Promoter,37230.0,5299,9490.0,90,Arrears,FPD,Yes,Yes,No,No,No,Samsung-Galaxy-A16-128GB,12M,61-90 DPD,Poor
rec7UlqGJh0Xaof5p,2025-12-30,6.0,Detractor,40300.0,49749,0.0,0,advance,Active,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
rec7Uv0ujbX8YVzSB,2025-12-30,9.0,Promoter,18900.0,21899,0.0,0,up to date,Active,Yes,Yes,,,,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec7UyZKfq4mPl6Tk,2025-12-30,0.0,Detractor,35700.0,13799,35700.0,307,Arrears,Return,No,Yes,No,No,No,Samsung-Galaxy-A42-5G-128GB,12M,90+ DPD,Poor
rec7WhBGVftHCMlhK,2025-12-30,4.0,Detractor,0.0,41939,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-S9-64GB,12M,Current,Good
rec7WjQaOMXM2mtyE,2025-12-30,4.0,Detractor,20830.0,17019,18880.0,208,Arrears,PAR 30,No,Yes,Yes,No,Yes,Samsung-Galaxy-S9-64GB,12M,90+ DPD,Poor
rec7aWddsE1PeDUVH,2025-12-30,10.0,Promoter,90710.0,33319,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S23-Ultra-256GB,12M,Current,Good
rec7c4CU9XVVNNsnC,2025-12-30,3.0,Detractor,18450.0,7859,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-A06-128GB,STDHIGH,Current,Good
rec7efDKVBaCwVMdr,2025-12-30,10.0,Promoter,14940.0,80939,8620.0,36,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-128GB,12M,31-60 DPD,Poor
rec7emS8tGnOSbjCl,2025-12-30,8.0,Passive,51400.0,34469,45520.0,214,Arrears,PAR 30,Yes,Yes,Yes,No,No,Samsung-Note-10-Plus-256GB,12M,90+ DPD,Poor
rec7fwVGAJbg5FUKO,2025-12-30,5.0,Detractor,30940.0,21869,1820.0,8,Arrears,PAR 7,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,1-30 DPD,Fair
rec7jPrW71UKfT42P,2025-12-30,0.0,Detractor,31770.0,10869,16970.0,157,Arrears,Return,No,No,Yes,Yes,Yes,Samsung-Galaxy-A42-5G-128GB,12M,90+ DPD,Poor
rec7l9CvTskqdjM1c,2025-12-30,5.0,Detractor,28000.0,34779,0.0,0,advance,Active,Yes,No,No,Yes,No,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Unknown
rec7mletbSVNNuKDZ,2025-12-30,9.0,Promoter,0.0,30999,0.0,0,up to date,Paid Off,,,,,,Samsung-Note-9-128GB,12M,Current,Good
rec7nef6iwM71NO0C,2025-12-30,9.0,Promoter,18690.0,30659,840.0,0,Arrears,Active,Yes,Yes,Yes,Yes,,Samsung-Galaxy-S10-128GB,12M,Current,Fair
rec7oK64sKfJktGZV,2025-12-30,10.0,Promoter,27000.0,25299,11700.0,84,Arrears,PAR 30,Yes,Yes,No,No,No,Apple-iPhone-11-64GB,12M,61-90 DPD,Poor
rec7orDREYzJsnGhl,2025-12-30,1.0,Detractor,0.0,76839,1340.0,0,Arrears,Paid Off,Yes,Yes,No,No,Yes,Samsung-Note-10-Plus-256GB,12M,Current,Fair
rec7ptkpwrIP7ovV9,2025-12-30,8.0,Passive,4400.0,59699,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Good
rec7qe2tj9h2i73Q2,2025-12-30,1.0,Detractor,13050.0,13199,0.0,0,advance,Active,No,Yes,Yes,No,Yes,Samsung-Galaxy-A06-128GB,12M,Current,Unknown
rec7r7oItBOZJTUFn,2025-12-30,10.0,Promoter,0.0,94199,3340.0,0,Arrears,Paid Off,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Fair
rec7rn33UJE7thA6f,2025-12-30,10.0,Promoter,0.0,82419,0.0,0,up to date,Paid Off,Yes,Yes,No,No,,Samsung-Galaxy-S22-5G-128GB,12M,Current,Good
rec7sLZH025Q3t49q,2025-12-30,8.0,Passive,10000.0,34869,0.0,0,advance,Active,Yes,Yes,Yes,Yes,No,Samsung-Galaxy-A16-128GB,12M,Current,Unknown
rec7ySQFGP3guXu35,2025-12-30,4.0,Detractor,50760.0,12019,25920.0,167,Arrears,PAR 30,Yes,No,,,,Samsung-Note-20-128GB,12M,90+ DPD,Poor
rec7zZDQtFz2wR9Rm,2025-12-30,8.0,Passive,0.0,34999,0.0,0,up to date,Paid Off,Yes,No,No,Yes,Yes,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Good
rec81djKnzUdpvqDR,2025-12-30,5.0,Detractor,61650.0,19419,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S21-Ultra-128GB,12M,Current,Good
rec849Dbvi6MqORBJ,2025-12-30,9.0,Promoter,13420.0,57799,1220.0,3,Arrears,Inactive,Yes,Yes,No,No,No,Samsung-Note-10-Plus-256GB,12M,1-30 DPD,Fair
rec86FYfARBnsJGah,2025-12-30,8.0,Passive,58870.0,62849,0.0,0,advance,Active,Yes,Yes,No,"No, I have never looked for customer care",,Samsung-Galaxy-S22-Ultra-256GB,12M,Current,Unknown
rec86PnPzgTEunR4Q,2025-12-30,9.0,Promoter,21979.0,9460,21439.0,276,Arrears,PAR 30,No,No,Yes,Yes,Yes,Samsung-Galaxy-A06-64GB,12M,90+ DPD,Poor
rec86ry56Zv2UHRq3,2025-12-30,8.0,Passive,18280.0,59449,0.0,0,advance,Active,No,Yes,No,Yes,Yes,Samsung-Galaxy-S21-Ultra-128GB,12M,Current,Unknown
rec89PrDPZI2uCiSu,2025-12-30,10.0,Promoter,17850.0,31499,850.0,4,Arrears,Inactive,Yes,Yes,,,,Samsung-Galaxy-S10-128GB,12M,1-30 DPD,Fair
rec8AonvlrcGxikvm,2025-12-30,7.0,Passive,0.0,97539,0.0,0,up to date,Paid Off,Yes,No,Yes,Yes,Yes,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec8BN04wIJsIzb1x,2025-12-30,10.0,Promoter,0.0,74959,100.0,0,Arrears,Paid Off,Yes,Yes,No,No,No,Samsung-Note-10-Plus-256GB,12M,Current,Fair
rec8Ck4R1JwzPXbtS,2025-12-30,10.0,Promoter,13600.0,35329,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S10-128GB,12M,Current,Good
rec8E7S50SflRF9Cj,2025-12-30,2.0,Detractor,22100.0,24049,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,3M,Current,Good
rec8Ek30YE5N85caP,2025-12-30,8.0,Passive,21635.0,77804,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-256GB,12M,Current,Unknown
rec8FJHUtWGv9vmmh,2025-12-30,10.0,Promoter,0.0,31999,0.0,0,up to date,Paid Off,Yes,Yes,Yes,No,No,Samsung-Note-10-256GB,12M,Current,Good
rec8G7F1Pv1EFem1j,2025-12-30,2.0,Detractor,46440.0,17539,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
rec8GNqy3mGcBDrS6,2025-12-30,8.0,Passive,32540.0,22439,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Plus-5G-128GB,STDHIGH,Current,Unknown
rec8GoFCqQRPREPsw,2025-12-30,0.0,Detractor,30512.0,28407,30512.0,538,Arrears,Return,,,,,,Apple-iPhone-X-64GB,12M,90+ DPD,Poor
rec8GtEiJVXB3rD25,2025-12-30,8.0,Passive,0.0,92679,0.0,0,advance,Paid Off,Yes,Yes,Yes,No,Yes,Samsung-Note-10-Plus-256GB,12M,Current,Unknown
rec8HihLW0aiwhyEW,2025-12-30,8.0,Passive,43690.0,124679,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S23-Ultra-256GB,12M,Current,Good
rec8I2hj61g7eEDvN,2025-12-30,8.0,Passive,77180.0,66589,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S23-Ultra-256GB,12M,Current,Good
rec8Jv7WOQkf84oHf,2025-12-30,10.0,Promoter,0.0,80159,100.0,0,Arrears,Paid Off,Yes,Yes,Yes,Yes,Yes,Samsung-Note-10-Plus-256GB,12M,Current,Fair
rec8KDZPjC2SQUTn3,2025-12-30,3.0,Detractor,33700.0,9999,33700.0,385,Arrears,Return,,,,,,Samsung-Galaxy-A23-64GB,12M,90+ DPD,Poor
rec8LX95LiqqhLRiN,2025-12-30,8.0,Passive,48260.0,52179,48260.0,386,Arrears,Return,,,,,,Samsung-Note-20-Ultra-256GB,12M,90+ DPD,Poor
rec8NHu37lmoMI43M,2025-12-30,8.0,Passive,0.0,53000,0.0,0,advance,Paid Off,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
rec8OKjhb0yBWQhsP,2025-12-30,5.0,Detractor,43859.0,3120,7739.0,62,Arrears,FPD,No,Yes,No,No,Yes,Samsung-Galaxy-A53-5G-128GB,12M,61-90 DPD,Poor
rec8Om3bWXus692vX,2025-12-30,6.0,Detractor,47740.0,45699,44660.0,202,Arrears,PAR 30,Yes,No,No,No,No,Samsung-Galaxy-S21-Ultra-128GB,12M,90+ DPD,Poor
rec8PqdRBRi9JBpVQ,2025-12-30,10.0,Promoter,26400.0,11859,4620.0,43,Arrears,PAR 30,Yes,No,Yes,Yes,Yes,Samsung-Galaxy-A16-128GB,12M,31-60 DPD,Poor
rec8Q3PCjeYssivzX,2025-12-30,9.0,Promoter,26450.0,43859,0.0,0,advance,Active,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Unknown
rec8QyhuSe6u1wFHH,2025-12-30,10.0,Promoter,16740.0,92459,540.0,2,Arrears,Inactive,Yes,Yes,Yes,Yes,Yes,Samsung-Note-20-Ultra-256GB,12M,1-30 DPD,Fair
rec8SMVyrkSFVAWc0,2025-12-30,10.0,Promoter,21420.0,37899,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Note-10-256GB,12M,Current,Good
rec8UkK3OelfhH4Bg,2025-12-30,1.0,Detractor,23400.0,2849,12299.0,153,Arrears,Return,No,Yes,No,No,Yes,Samsung-Galaxy-A06-128GB,12M,90+ DPD,Poor
rec8VHHLxKXH2y7Kj,2025-12-30,8.0,Passive,53900.0,39539,52360.0,237,Arrears,PAR 30,Yes,No,,,,Samsung-Galaxy-S21-Ultra-128GB,12M,90+ DPD,Poor
rec8VhzeK900EN12v,2025-12-30,3.0,Detractor,28210.0,24599,0.0,0,up to date,Active,Yes,No,No,No,No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Good
rec8X51fFysQJdhzE,2025-12-30,10.0,Promoter,0.0,29999,0.0,0,up to date,Paid Off,Yes,Yes,No,No,,Samsung-Note-20-128GB,12M,Current,Good
rec8XPlnf9tjTsnFN,2025-12-30,10.0,Promoter,32670.0,49339,0.0,0,advance,Active,Yes,Yes,No,Yes,Yes,Samsung-Note-10-Plus-256GB,12M,Current,Unknown
rec8XwnuPuWZJ3bld,2025-12-30,6.0,Detractor,0.0,68879,0.0,0,advance,Paid Off,Yes,No,No,Yes,No,Samsung-Note-20-128GB,12M,Current,Unknown
rec8YF7qX8bVimBes,2025-12-30,4.0,Detractor,9660.0,70919,1380.0,0,Arrears,Active,No,Yes,Yes,"No, I have never looked for customer care",No,Samsung-Note-10-Plus-256GB,12M,Current,Fair
rec8YVDJJPbI1bVBS,2025-12-30,5.0,Detractor,0.0,47899,0.0,0,up to date,Paid Off,,,,,,Apple-iPhone-X-64GB,12M,Current,Good
rec8YrNy22sUij5I5,2025-12-30,10.0,Promoter,30680.0,37899,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
rec8byQsLCH161Efo,2025-12-30,1.0,Detractor,38070.0,56919,9450.0,36,Arrears,PAR 30,Yes,Yes,,No,,Samsung-Note-20-Ultra-128GB,12M,31-60 DPD,Poor
rec8cA3lZqHy4O4JZ,2025-12-30,10.0,Promoter,27140.0,41439,1180.0,2,Arrears,Inactive,Yes,Yes,Yes,No,No,Samsung-Galaxy-S20-Ultra-128GB,12M,1-30 DPD,Fair
rec8fZseXDkS8SQZL,2025-12-30,5.0,Detractor,38640.0,15199,38640.0,573,Arrears,Return,,,,,,Samsung-Galaxy-A42-5G-128GB,12M,90+ DPD,Poor
rec8gWI7d1eE8d6Ws,2025-12-30,8.0,Passive,54250.0,35799,0.0,0,up to date,Active,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec8hQo1jdOv8qFqw,2025-12-30,10.0,Promoter,12580.0,30459,0.0,0,up to date,Active,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Galaxy-A16-128GB,12M,Current,Good
rec8hXnpfn12HME8r,2025-12-30,8.0,Passive,0.0,86319,0.0,0,up to date,Paid Off,,,,,,Samsung-Note-10-Plus-256GB,12M,Current,Good
rec8jgQHt4eucVzuy,2025-12-30,8.0,Passive,110760.0,57489,11360.0,22,Arrears,PAR 7,Yes,Yes,Yes,Yes,Yes,Samsung-Galaxy-S24-Ultra-256GB,12M,1-30 DPD,Fair
rec8jxS1NF85EEJR8,2025-12-30,2.0,Detractor,33330.0,6659,11940.0,125,Arrears,Return,No,No,,,,Samsung-Galaxy-A42-5G-128GB,12M,90+ DPD,Poor
rec8k6iPrxE8MO9Ry,2025-12-30,8.0,Passive,17920.0,47099,1120.0,0,Arrears,Active,,,,,,Samsung-Note-20-128GB,12M,Current,Fair
rec8kQbzGLpKTPysm,2025-12-30,9.0,Promoter,42900.0,32999,24700.0,130,Arrears,Return,Yes,Yes,Yes,"No, I have never looked for customer care",Yes,Samsung-Note-10-Plus-256GB,12M,90+ DPD,Poor
rec8l8Z3r5ZlxJgYm,2025-12-30,5.0,Detractor,0.0,69699,0.0,0,up to date,Paid Off,,,,,,Apple-iPhone-XR-64GB,12M,Current,Good
rec8lTL3b9oZa8H78,2025-12-30,0.0,Detractor,0.0,94739,0.0,0,up to date,Paid Off,Yes,No,No,Yes,Yes,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Good
rec8ldICTvw6xVx58,2025-12-30,3.0,Detractor,32520.0,62099,8220.0,41,Arrears,PAR 30,Yes,No,Yes,Yes,Yes,Samsung-Galaxy-S22-Plus-128GB,12M,31-60 DPD,Poor
rec8lzQ6mfIpSOFc1,2025-12-30,10.0,Promoter,0.0,95859,0.0,0,up to date,Paid Off,Yes,Yes,Yes,Yes,Yes,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec8n0QlOBqGhu0gG,2025-12-30,8.0,Passive,26280.0,165039,0.0,0,up to date,Active,Yes,Yes,Yes,No,Yes,Samsung-Galaxy-S24-Ultra-256GB,12M,Current,Good
rec8oaF5Gt7HtQTN2,2025-12-30,1.0,Detractor,33410.0,134959,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S23-Ultra-256GB,12M,Current,Good
rec8po1txvUMM0U2V,2025-12-30,6.0,Detractor,6420.0,56149,0.0,0,up to date,Active,,,,,,Samsung-Note-20-128GB,12M,Current,Good
rec8rf01hywIw1IjP,2025-12-30,10.0,Promoter,12840.0,49729,1070.0,0,Arrears,Active,,,,,,Samsung-Note-20-128GB,12M,Current,Fair
rec8xC0dTeg51IJAv,2025-12-30,7.0,Passive,31960.0,71909,1880.0,1,Arrears,Inactive,Yes,Yes,Yes,No,,Samsung-Galaxy-S22-Ultra-128GB,12M,1-30 DPD,Fair
rec8xi6MMYpVOM7yH,2025-12-30,10.0,Promoter,24780.0,43799,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
rec8yTSncl4rpfhwG,2025-12-30,2.0,Detractor,37819.0,6200,28519.0,182,Arrears,Return,,,,,,Samsung-Galaxy-S10-128GB,3M,90+ DPD,Poor
rec8yk1a8bY1vxHqS,2025-12-30,2.0,Detractor,49220.0,13349,39590.0,253,Arrears,PAR 30,Yes,No,No,"No, I have never looked for customer care",No,Samsung-Note-20-128GB,12M,90+ DPD,Poor
rec8z2uIPEvQU89cu,2025-12-30,10.0,Promoter,28550.0,72929,28550.0,284,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Galaxy-S21-Ultra-128GB,12M,90+ DPD,Poor
rec8zQiucqnokRo7C,2025-12-30,4.0,Detractor,60180.0,8399,35539.0,165,Arrears,Return,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,90+ DPD,Poor
rec91IEpYgqiA4LGd,2025-12-30,4.0,Detractor,0.0,32519,100.0,0,Arrears,Paid Off,,,,,,Samsung-Galaxy-A05-64GB,12M,Current,Fair
rec930FTxCoNOb8Db,2025-12-30,0.0,Detractor,0.0,100819,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-S21-Ultra-256GB,12M,Current,Good
rec93voQtKQmeIq4j,2025-12-30,5.0,Detractor,50500.0,13599,50500.0,337,Arrears,Return,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,90+ DPD,Poor
rec95VMkX4zJdrb1U,2025-12-30,10.0,Promoter,51840.0,48999,51840.0,235,Arrears,PAR 30,Yes,Yes,No,No,No,Samsung-Galaxy-S21-Ultra-256GB,12M,90+ DPD,Poor
rec95oTAK69mCWWFv,2025-12-30,4.0,Detractor,29540.0,23269,420.0,4,Arrears,Inactive,No,No,No,No,No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,1-30 DPD,Fair
rec97680LQW9Mtj7Y,2025-12-30,0.0,Detractor,43170.0,6429,43170.0,398,Arrears,Return,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,90+ DPD,Poor
rec9BromJrPs4Uh8q,2025-12-30,10.0,Promoter,13800.0,66779,1380.0,6,Arrears,Inactive,Yes,Yes,Yes,No,Yes,Samsung-Note-10-Plus-256GB,12M,1-30 DPD,Fair
rec9C15v63cBxst4l,2025-12-30,0.0,Detractor,43090.0,41189,43090.0,400,Arrears,Return,,,,,,Apple-iPhone-11-64GB,12M,90+ DPD,Poor
rec9DAsDzBah82QFi,2025-12-30,10.0,Promoter,21600.0,115559,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S22-Ultra-256GB,12M,Current,Good
rec9ElVhjIKBnWosh,2025-12-30,10.0,Promoter,0.0,49999,0.0,0,up to date,Paid Off,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec9Gl9MMMZDmyCZ1,2025-12-30,10.0,Promoter,23760.0,39019,0.0,0,up to date,Active,Yes,Yes,No,No,No,Apple-iPhone-11-128GB,12M,Current,Good
rec9HWJJVlxTsjeaz,2025-12-30,7.0,Passive,0.0,27000,0.0,0,advance,Paid Off,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Unknown
rec9JO680RShmP9cf,2025-12-30,7.0,Passive,100700.0,46099,100700.0,762,Arrears,PAR 30,Yes,Yes,No,Yes,No,Samsung-Galaxy-S21-Ultra-5G-512GB,12M,90+ DPD,Poor
rec9JkVoVosPPEQt5,2025-12-30,10.0,Promoter,48400.0,14299,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
rec9KRljqgzmUMbS2,2025-12-30,9.0,Promoter,23006.0,21863,12226.0,107,Arrears,PAR 30,Yes,Yes,Yes,No,,Samsung-Galaxy-A16-128GB,12M,90+ DPD,Poor
rec9KZS38zox0xRDn,2025-12-30,9.0,Promoter,15300.0,10949,0.0,0,up to date,Active,No,No,No,Yes,No,Samsung-Galaxy-A06-128GB,12M,Current,Good
rec9M8wYBwvMdzH7B,2025-12-30,8.0,Passive,21160.0,24399,21160.0,464,Arrears,Return,,,,,,Samsung-Galaxy-S9-64GB,12M,90+ DPD,Poor
rec9MnrFWL9liGbZ3,2025-12-30,4.0,Detractor,10140.0,55889,0.0,0,advance,Active,,,,,,Samsung-Note-10-256GB,12M,Current,Unknown
rec9MogCjS6ixcJtm,2025-12-30,1.0,Detractor,1780.0,106199,0.0,0,up to date,Active,,,,,,Samsung-Note-20-Ultra-256GB,12M,Current,Good
rec9N6pqUOcTDxHBf,2025-12-30,8.0,Passive,26860.0,11399,3760.0,38,Arrears,PAR 30,Yes,Yes,No,"No, I have never looked for customer care",,Samsung-Galaxy-A16-128GB,12M,31-60 DPD,Poor
rec9OHZXgBwAeWrbS,2025-12-30,10.0,Promoter,48050.0,41999,1550.0,1,Arrears,Inactive,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-128GB,12M,1-30 DPD,Fair
rec9PUtt6MsOy9RPm,2025-12-30,7.0,Passive,51489.0,13865,51489.0,328,Arrears,Return,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,90+ DPD,Poor
rec9PhqbqA9FcYNEF,2025-12-30,4.0,Detractor,14310.0,80679,0.0,0,up to date,Active,Yes,Yes,No,Yes,No,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec9QfK6NOEZ47cXs,2025-12-30,10.0,Promoter,78220.0,48619,78220.0,434,Arrears,Return,,,,,,Samsung-Galaxy-S21-Ultra-256GB,12M,90+ DPD,Poor
rec9QkOtBdnkNXiW7,2025-12-30,10.0,Promoter,17850.0,31199,850.0,3,Arrears,Inactive,,,,,,Samsung-Galaxy-S10-128GB,12M,1-30 DPD,Fair
rec9RF4giGtn5a8Nv,2025-12-30,10.0,Promoter,24240.0,5379,0.0,0,advance,Active,,,,,,Samsung-Galaxy-A06-128GB,12M,Current,Unknown
rec9TxaSWA6t0YEV0,2025-12-30,8.0,Passive,46500.0,39249,0.0,0,up to date,Active,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Good
rec9UTMMuRZFfKngJ,2025-12-30,1.0,Detractor,0.0,91639,0.0,0,up to date,Paid Off,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Good
rec9VYv5v2tifIL7g,2025-12-30,2.0,Detractor,45050.0,44999,0.0,0,advance,Active,Yes,Yes,No,No,No,Samsung-Note-20-Ultra-128GB,12M,Current,Unknown
rec9WAFMqAS3xiITf,2025-12-30,5.0,Detractor,23710.0,33779,0.0,0,advance,Active,No,Yes,No,No,Yes,Samsung-Note-10-256GB,12M,Current,Unknown
rec9WUDHlDomHBqDh,2025-12-30,9.0,Promoter,29120.0,23689,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Good
rec9WpqrvnIs8JEmf,2025-12-30,7.0,Passive,13420.0,57799,2440.0,10,Arrears,PAR 7,Yes,Yes,No,No,No,Samsung-Note-10-Plus-256GB,12M,1-30 DPD,Fair
rec9XEa1g7eVo0XW9,2025-12-30,10.0,Promoter,18040.0,81399,0.0,0,up to date,Active,Yes,Yes,No,No,No,Apple-iPhone-11-Pro-256GB,12M,Current,Good
rec9aINCwOEPe8rup,2025-12-30,2.0,Detractor,46440.0,15139,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S21-Plus-5G-128GB,12M,Current,Good
rec9aeVGkdEwc9Ham,2025-12-30,5.0,Detractor,0.0,92200,10199.0,0,Arrears,Paid Off,,,,,,Samsung-Note-20-Ultra-128GB,12M,Current,Fair
rec9fGgLATCkkYLgj,2025-12-30,9.0,Promoter,0.0,43999,1560.0,0,Arrears,Paid Off,Yes,Yes,No,No,Yes,Samsung-Galaxy-S10-128GB,12M,Current,Fair
rec9fRZOlWZu80LGp,2025-12-30,10.0,Promoter,38940.0,29639,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
rec9g80LFW1glyCQ8,2025-12-30,9.0,Promoter,47520.0,16459,0.0,0,up to date,Active,,,,,,Samsung-Galaxy-S20-Ultra-128GB,12M,Current,Good
rec9gwRGIcsO19iLM,2025-12-30,4.0,Detractor,16100.0,39249,1850.0,7,Arrears,Inactive,,,,,,Samsung-Galaxy-S10-128GB,12M,1-30 DPD,Fair
rec9hSC3TKes5wBzD,2025-12-30,7.0,Passive,78210.0,89859,0.0,0,up to date,Active,Yes,Yes,No,No,No,Samsung-Galaxy-S24-Ultra-256GB,3M,Current,Good
rec9kHOim2Kz4ZYNS,2025-12-30,1.0,Detractor,470.0,68489,470.0,122,Arrears,PAR 30,No,No,Yes,Yes,Yes,Samsung-Note-20-128GB,12M,90+ DPD,Poor
rec9kTK6fjvRXXwb9,2025-12-30,10.0,Promoter,30030.0,22779,0.0,0,up to date,Active,Yes,Yes,No,"No, I have never looked for customer care",No,Samsung-Galaxy-S20-Plus-5G-128GB,12M,Current,Good
